Product,Description,Job Level,Language,Assessment Length
PJM Selection Report,"The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role.  Provides targeted assessment results that match individuals with jobs . Links the essential/desirable competencies for a specific job with an individual’s competency potential. Provides an overall Match (or fit) Score useful in ranking/sorting candidates for selection 
and/or development (e.g. Talent Audit).  It provides a highly visual profile of a candidate's strengths and limitations against identified required competencies. Includes a summary table that enables prioritisation of action planning for development of critical competencies for an individual (by tabling Competency Potential against Job Importance for the role). It includes highly descriptive statements about a candidate's strengths and development  needs/limitations. 
The extended report versions include proposed competency-based interview questions 
to enable probing of specific situations in which the candidate might have 
demonstrated critical job behaviours. 
  
The PJM Report is designed for use by line managers and HR professionals in selection and 
development situations. It is valuable for identifying an individual's overall fit as well as likely areas of 
strength and weakness relative to their behaviour at work. 
 
In a selection context, this information can be used: For making interviewers aware of the areas that may need further probing. As a basis for suggesting and creating relevant interview questions. For identifying the relative strengths and weaknesses of shortlisted candidates.","Mid-Professional, Manager,","Italian, English International, English (USA), Portuguese (Brazil), Latin American Spanish, French (Canada),",
Polymer Engineering (New),"Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.","Professional Individual Contributor, Graduate, Mid-Professional,","English (USA),",Approximate Completion Time in minutes = 8
Power Electronics and Drives (New),"Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.","Mid-Professional, Professional Individual Contributor, Graduate,","English (USA),",Approximate Completion Time in minutes = 15
Power System Engineering (New),"Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation, fluid mechanics and machines.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12
Prism (New),"Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 4
Production and Industrial Engineering (New),"Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13
Pharmaceutical Chemistry (New),"Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 17
Pharmaceutical Science (New),"Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 7
Pharmaceutics (New),"Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and dispensing pharmacy.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12
Pharmacology (New),"Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system, endocrine pharmacology, drug action on circulatory system and GI tract.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12
PHP (New),"Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
PJM Development Report,"The Person-Job Match Report is unique in that it
matches the performance potential of the
individual to the job’s specific competencies. This
provides you with a comprehensive and insightful
understanding of person-job fit.  The PJM Development report is written to support competency focused development of an individual.

In a development context, this report can be used: To identify specific areas of strength and weakness that may impact on the individual?s 
performance.As the basis for identifying areas for development and development planning. For discussing fit to future roles and career planning.","Mid-Professional, Graduate, Manager,","Italian, English International, English (USA), French (Canada), Portuguese (Brazil), Latin American Spanish,",
PJM Selection Report,"The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role.  Provides targeted assessment results that match individuals with jobs . Links the essential/desirable competencies for a specific job with an individual’s competency potential. Provides an overall Match (or fit) Score useful in ranking/sorting candidates for selection 
and/or development (e.g. Talent Audit).  It provides a highly visual profile of a candidate's strengths and limitations against identified required competencies. Includes a summary table that enables prioritisation of action planning for development of critical competencies for an individual (by tabling Competency Potential against Job Importance for the role). It includes highly descriptive statements about a candidate's strengths and development  needs/limitations. 
The extended report versions include proposed competency-based interview questions 
to enable probing of specific situations in which the candidate might have 
demonstrated critical job behaviours. 
  
The PJM Report is designed for use by line managers and HR professionals in selection and 
development situations. It is valuable for identifying an individual's overall fit as well as likely areas of 
strength and weakness relative to their behaviour at work. 
 
In a selection context, this information can be used: For making interviewers aware of the areas that may need further probing. As a basis for suggesting and creating relevant interview questions. For identifying the relative strengths and weaknesses of shortlisted candidates.","Mid-Professional, Manager,","Italian, English International, English (USA), Portuguese (Brazil), Latin American Spanish, French (Canada),",
Polymer Engineering (New),"Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.","Professional Individual Contributor, Graduate, Mid-Professional,","English (USA),",Approximate Completion Time in minutes = 8
Power Electronics and Drives (New),"Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.","Mid-Professional, Professional Individual Contributor, Graduate,","English (USA),",Approximate Completion Time in minutes = 15
Power System Engineering (New),"Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation, fluid mechanics and machines.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12
Prism (New),"Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 4
Production and Industrial Engineering (New),"Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13
RemoteWorkQ Participant Report,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: 
o	Work Relationships
o	Work Habits
o	Self-Development & Well-Being
The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing:
o	Insights into your identified strengths and potential risks for working remotely
o	Individualized coaching tips on how you can use your identified strengths to overcome risks","General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,",,
RESTful Web Services (New),"Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return types, security, filters, and interceptors.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12
Retail Sales and Service Simulation,"The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers. Situations are presented to the candidate via computer-based animation, and the candidate is offered a set of behaviors from which to choose the most and least effective responses. The behaviors vary in the extent to which the sales associate may: direct a conversation toward a commitment or sale, listen carefully to customers and provide options that address what they really need/want, put aside work to assist a customer, and focus on meeting customer needs. Responses are tracked and compared against expert ratings of effectiveness. The test produces an overall score, as well as scores on two subscales, Customer Service Effectiveness and Sales Effectiveness.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 30
Reviewing Forms - US (R1),"This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph, the test taker must select the answer that indicates the incorrect information.","Entry-Level, Mid-Professional,","English (USA),",Approximate Completion Time in minutes = 5
Ruby (New),"Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception handling, database connectivity, threads, scripting, network programming and web applications.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 11
Ruby on Rails (New),"Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 11
Sales & Service Phone Simulation,"As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interacting with customers on the phone to sell a product/service; adding new or upgraded products or services; extending promotional or retention offers; responding appropriately to customer objections; navigating to information menus to assist the customer and process information; and typing information quickly and accurately. Potential job titles that use this simulation include: telesales representative, outbound sales representative, telemarketer, and contact center representative.","Entry-Level,","English (USA), English (Australia), English International, Chinese Simplified, French, Spanish, Portuguese (Brazil), Italian, Dutch, Latin American Spanish, French (Canada), German,",Approximate Completion Time in minutes = 20
Sales & Service Phone Solution,"As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. This solution is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interact with customers on the phone to sell a product/service; add new or upgraded products or services; extend promotional or retention offers; respond appropriately to customer objections; navigate to information menus to assist the customer and process information; and type information quickly and accurately. Potential job titles that use this simulation are: Telesales Representative, Telemarketer, and Contact Center Representative. The behavioral tests in this solution are intended to measure the candidate’s sales focus, learning potential, and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles involving sales or sales and service.","Entry-Level,","English (USA), Latin American Spanish, English (Australia), English International, Chinese Simplified, Spanish, German, Dutch, Italian, French, Portuguese (Brazil), French (Canada),",Approximate Completion Time in minutes = 35
Sales Interview Guide,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report more effectively, by helping you prepare and execute you interviews more effectively.","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English International,",Approximate Completion Time in minutes = Untimed
Sales Profiler Cards,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales Report more effectively, by helping you to understand which competencies and motivators described in the report are most important to a specific sales role.","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English International, Finnish,",Approximate Completion Time in minutes = Untimed
Sales Transformation 1.0 - Individual Contributor,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.,"Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,
Sales Transformation 2.0 - Individual Contributor,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.,"Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,
Sales Transformation Report 1.0 - Sales Manager,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.","Director, Executive, Front Line Manager, Manager, Supervisor,",,
Sales Transformation Report 2.0 - Sales Manager,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.","Director, Executive, Front Line Manager, Manager, Supervisor,",,
Salesforce Development (New),"Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 15
SAP ABAP (Advanced Level) (New),"Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12
SAP ABAP (Intermediate Level) (New),"Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data communication, dialog programming, EDI, ALE, IDOC interface, BADI, BAPI and function module.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
SAP Basis (New),"Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and transport management.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
SAP Business Objects WebI (New),"Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
SAP BW (Business Warehouse) (New),"Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
SAP HCM (Human Capital Management) (New),"Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = TBC
SAP Hybris (New),"Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 20
SAP Materials Management (New),"Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification, split valuation, account determination and integration of materials management with other modules.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
SAP SD (Sales and Distribution) (New),"Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing process, order and delivery processing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
Search Engine Optimization (New),"Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12
Selenium (New),"Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks and object repository.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
Shell Scripting (New),"Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
SHL Verify Interactive - Inductive Reasoning,Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,"Professional Individual Contributor, Graduate, Manager, Mid-Professional,","Korean, Japanese, Thai, Portuguese (Brazil), Portuguese, Chinese Traditional, Indonesian, Russian, Romanian, Polish, Greek, Latin American Spanish, English International, Arabic, Hungarian, Czech, French (Canada), Slovak, Serbian, Turkish, Spanish, Danish, Estonian, Finnish, Latvian, Lithuanian, Norwegian, Swedish, French, German, Italian, Dutch, Chinese Simplified, English (USA),",Approximate Completion Time in minutes = 20
SHL Verify Interactive – Deductive Reasoning,"Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using incomplete information.","Graduate, Manager, Mid-Professional, Professional Individual Contributor,","Chinese Traditional, Romanian, Turkish, Polish, Greek, Latin American Spanish, Portuguese (Brazil), Japanese, Hungarian, Czech, French (Canada), Slovak, Serbian, English International, English (USA), German, Italian, Indonesian, Korean, Russian, Arabic, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, French, Dutch, Chinese Simplified, Spanish, Portuguese,",Approximate Completion Time in minutes = 20
SHL Verify Interactive – Numerical Reasoning,Assesses how the candidate comprehends numerical information in various formats.,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,","French, German, Italian, Dutch, Chinese Simplified, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, English International, English (USA), Czech, Polish, Latin American Spanish, Spanish, Thai, Japanese, Korean, Portuguese, Portuguese (Brazil), Chinese Traditional, Hungarian, Indonesian, Russian, Romanian, Turkish, French (Canada), Greek, Slovak, Serbian, Arabic,",Approximate Completion Time in minutes = 20
SHL Verify Interactive G+,"SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive Reasoning, Inductive Reasoning, and Numerical Reasoning. The candidate will see questions measuring all three abilities. Candidates will receive a score on each of the specific abilities as well as a general ability score. This test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across a range of specific skills. 
Completion time is 36 minutes for the test itself, plus 10 minutes for instructions and practice.","Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA), Chinese Traditional, Korean, Serbian, Slovak, Spanish, English International, Danish, Swedish, Norwegian, Finnish, Latvian, Lithuanian, Estonian, Portuguese, Hungarian, Thai, Czech, Polish, Turkish, Portuguese (Brazil), Romanian, Latin American Spanish, Italian, French (Canada), Chinese Simplified, Dutch, German, French, Russian, Indonesian, Greek, Japanese,",Approximate Completion Time in minutes = 36
SHL Verify Interactive Numerical Calculation,"The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. The Numerical Calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately.","Entry-Level,","English (USA), English International,",Approximate Completion Time in minutes = 10
Siebel Development (New),"Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
Smart Interview Live,"SHL Live Video Interview is areal-timevideo interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. 
Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion.Language AvailabilityThe Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. 
The Admin interface is available in US English and Simplified Chinese (CN server).","Entry-Level, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = Variable
Smart Interview Live Coding,"Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent.  
 
The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US English only. 
 
The language availability for the admin interface is US English only.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level,","English (USA),",Approximate Completion Time in minutes = Variable
Smart Interview On Demand,"Smart Interview On Demand is arecorded(asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed.   
Availability Theadministrator and evaluator interfaceis available in US English and Simplified Chinese only, as are the standard question banks.  However, custom questions can be added or recorded in any language. 

Theparticipant interfaceis available in: Arabic, Brazilian Portuguese, Bulgarian, Canadian French, Chinese, Croatian, Czech, Danish, Dutch, Dutch (Belgium), Estonian, Finnish, French, German, Greek, Hindi, Hungarian, Italian, Indonesian, Japanese, Korean, Latvian, Lithuanian, Malaysian, Mexican Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Taiwanese Chinese, Thai, Turkish, UK English, Ukrainian, US English, Vietnamese.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor,","English (USA), Chinese Simplified,",Approximate Completion Time in minutes = Variable
Social Media (New),Multi-choice test that measures the knowledge about the different social media platforms.,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 10
Software Business Analysis,"The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and User Interface.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 30
SonarQube (New),"Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = TBC
Spelling (U.S.) (New),Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 0
Split Screen Typing Test - Form 1,"This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken.","Entry-Level,","English (USA), English (Australia), English International,",Approximate Completion Time in minutes = 6
Spring (New),"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
SQL (New),"Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
SQL Server (New),"Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 11
SQL Server Analysis Services (SSAS) (New),"Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 15
SQL Server Integration Services (SSIS) (New),"Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
SQL Server Reporting Services (SSRS) (New),"Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
Statistical Analysis System (New),Multi-choice test that measures the ability to use the SAS software for statistical analysis.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 11
Struts (New),"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 5
SVAR - Spoken English (AUS),"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English (USA),",Approximate Completion Time in minutes = -
SVAR - Spoken English (Indian Accent)  (New),"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English (USA),",Approximate Completion Time in minutes = -
SVAR - Spoken English (U.K.),"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English International,",Approximate Completion Time in minutes = -
SVAR - Spoken English (US)  (New),"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English (USA),",Approximate Completion Time in minutes = -
SVAR - Spoken French (Canadian) (New),"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","French (Canada),",Approximate Completion Time in minutes = -
SVAR - Spoken French (European) (New),"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","French,",Approximate Completion Time in minutes = -
SVAR - Spoken Spanish (Castilian) (New),"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","Spanish,",Approximate Completion Time in minutes = -
SVAR - Spoken Spanish (North American) (New),"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","Latin American Spanish,",Approximate Completion Time in minutes = -
Swing (New),"Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 4
Tableau (New),"Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
Telecommunications Engineering (New),"Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 7
Struts (New),"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 5
SVAR - Spoken English (AUS),"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English (USA),",Approximate Completion Time in minutes = -
